"","countyname","state","numberofplans1","numberofplans2","countyssa","eligibles","totalenrollees","totalpenetration"
"1","ANCHORAGE ","AK",0,0,"2020",22404,0,0
"2","DENALI ","AK",0,0,"2068",0,0,NA
"3","FAIRBANKS NORTH STAR ","AK",0,0,"2090",5881,0,0
"4","JUNEAU ","AK",4,3,"2110",3245,317,0.0976887519260401
"5","KENAI PENINSULA ","AK",0,0,"2122",0,0,NA
"6","KETCHIKAN GATEWAY ","AK",0,0,"2130",1537,0,0
"7","KODIAK ISLAND ","AK",0,0,"2150",459,0,0
"8","MATANUSKA SUSITNA ","AK",0,0,"2170",6071,0,0
"9","PRINCE WALES KETCHIK ","AK",0,0,"2201",0,0,NA
"10","SITKA BOROUGH ","AK",0,0,"2220",961,0,0
"11","VALDEZ CORDOVA ","AK",0,0,"2261",0,0,NA
"12","WRANGELL PETERSBURG ","AK",0,0,"2280",784,0,0
"13","YUKON KOYUKUK ","AK",0,0,"2290",486,0,0
"14","AUTAUGA ","AL",4,2,"1000",6883,529,0.0768560220833939
"15","BALDWIN ","AL",7,3,"1010",30437,2857,0.09386601833295
"16","BARBOUR ","AL",2,2,"1020",4698,265,0.056406981694338
"17","BIBB ","AL",5,4,"1030",3840,775,0.201822916666667
"18","BLOUNT ","AL",8,6,"1040",7191,5365,0.746071478236685
"19","BULLOCK ","AL",1,1,"1050",1880,32,0.0170212765957447
"20","BUTLER ","AL",20,9,"1060",4228,17877,4.22824030274361
"21","CALHOUN ","AL",5,3,"1070",23224,959,0.0412934894936273
"22","CHAMBERS ","AL",4,3,"1080",7380,157,0.0212737127371274
"23","CHEROKEE ","AL",12,9,"1090",4477,2108,0.470851016305562
"24","CHILTON ","AL",4,2,"1100",6287,1447,0.230157467790679
"25","CHOCTAW ","AL",0,0,"1110",3185,0,0
"26","CLARKE ","AL",2,2,"1120",5492,414,0.0753823743627094
"27","CLAY ","AL",23,14,"1130",3007,3205,1.06584635849684
"28","CLEBURNE ","AL",1,1,"1140",2752,73,0.0265261627906977
"29","COFFEE ","AL",3,1,"1150",8093,457,0.0564685530705548
"30","COLBERT ","AL",0,0,"1160",11375,0,0
"31","CONECUH ","AL",1,1,"1170",2865,272,0.0949389179755672
"32","COOSA ","AL",1,1,"1180",2392,134,0.0560200668896321
"33","COVINGTON ","AL",0,0,"1190",8425,0,0
"34","CRENSHAW ","AL",1,1,"1200",2996,17,0.00567423230974633
"35","CULLMAN ","AL",2,1,"1210",14850,640,0.0430976430976431
"36","DALE ","AL",0,0,"1220",10774,0,0
"37","DALLAS ","AL",18,6,"1230",9372,28625,3.05431071276142
"38","DE KALB ","AL",4,1,"1240",11741,163,0.0138829741929989
"39","ELMORE ","AL",7,6,"1250",11205,1025,0.0914770191878626
"40","ESCAMBIA ","AL",5,2,"1260",6952,3159,0.454401611047181
"41","ETOWAH ","AL",3,1,"1270",20865,133,0.00637431104720824
"42","FAYETTE ","AL",27,17,"1280",3535,13992,3.95813295615276
"43","FRANKLIN ","AL",41,18,"1290",6525,26610,4.07816091954023
"44","GENEVA ","AL",0,0,"1300",5672,0,0
"45","GREENE ","AL",32,19,"1310",1906,15209,7.97953830010493
"46","HALE ","AL",0,0,"1320",3513,0,0
"47","HENRY ","AL",19,10,"1330",3421,2542,0.743057585501315
"48","HOUSTON ","AL",6,6,"1340",13972,345,0.0246922416261094
"49","JACKSON ","AL",35,22,"1350",10670,31466,2.94901593252109
"50","JEFFERSON ","AL",78,42,"1360",117060,113388,0.968631471040492
"51","LAMAR ","AL",4,2,"1370",3583,142,0.0396315936366174
"52","LAUDERDALE ","AL",1,0,"1380",17812,52,0.00291938019312823
"53","LAWRENCE ","AL",11,9,"1390",5013,8722,1.73987632156393
"54","LEE ","AL",25,9,"1400",12988,9561,0.736141053279951
"55","LIMESTONE ","AL",2,0,"1410",9879,24,0.00242939568782265
"56","LOWNDES ","AL",5,4,"1420",1975,417,0.211139240506329
"57","MACON ","AL",9,4,"1430",3898,1408,0.361210877373012
"58","MADISON ","AL",39,18,"1440",43086,10108,0.234600566309242
"59","MARENGO ","AL",0,0,"1450",3928,0,0
"60","MARION ","AL",41,23,"1460",6356,27686,4.35588420390182
"61","MARSHALL ","AL",22,17,"1470",17198,2500,0.145365740202349
"62","MOBILE ","AL",7,2,"1480",64016,15302,0.239033991502124
"63","MONROE ","AL",40,24,"1490",4160,64486,15.5014423076923
"64","MONTGOMERY ","AL",58,18,"1500",33936,72191,2.12726897689769
"65","MORGAN ","AL",12,6,"1510",20178,1136,0.056298939438993
"66","PERRY ","AL",9,8,"1520",2128,817,0.383928571428571
"67","PICKENS ","AL",4,3,"1530",4361,1150,0.263700986012382
"68","PIKE ","AL",11,6,"1540",5433,1876,0.34529725750046
"69","RANDOLPH ","AL",14,9,"1550",4494,4150,0.923453493546951
"70","RUSSELL ","AL",5,4,"1560",9324,720,0.0772200772200772
"71","SAINT CLAIR ","AL",18,7,"1570",9931,9085,0.914812204209042
"72","SHELBY ","AL",23,10,"1580",15180,9849,0.648814229249012
"73","SUMTER ","AL",6,1,"1590",2768,240,0.0867052023121387
"74","TALLADEGA ","AL",1,1,"1600",15674,1887,0.120390455531453
"75","TALLAPOOSA ","AL",0,0,"1610",8283,0,0
"76","TUSCALOOSA ","AL",6,0,"1620",25499,210,0.00823561708302286
"77","WALKER ","AL",8,5,"1630",16145,2758,0.170826881387426
"78","WASHINGTON ","AL",89,53,"1640",3320,61958,18.6620481927711
"79","WILCOX ","AL",1,1,"1650",2692,213,0.0791233283803863
"80","WINSTON ","AL",4,2,"1660",5223,286,0.054757802029485
"81","ARKANSAS ","AR",0,0,"4000",3965,0,0
"82","ASHLEY ","AR",0,0,"4010",4394,0,0
"83","BAXTER ","AR",1,0,"4020",12605,38,0.00301467671558905
"84","BENTON ","AR",25,19,"4030",26899,5489,0.204059630469534
"85","BOONE ","AR",18,10,"4040",8323,2713,0.325964195602547
"86","BRADLEY ","AR",3,3,"4050",2468,1277,0.51742301458671
"87","CARROLL ","AR",19,11,"4070",5019,2191,0.436541143654114
"88","CHICOT ","AR",0,0,"4080",2727,0,0
"89","CLARK ","AR",58,14,"4090",4190,94038,22.4434367541766
"90","CLEVELAND ","AR",6,1,"4120",1568,1981,1.26339285714286
"91","COLUMBIA ","AR",21,11,"4130",5095,8306,1.63022571148185
"92","CONWAY ","AR",0,0,"4140",5052,0,0
"93","CRAIGHEAD ","AR",0,0,"4150",13327,0,0
"94","CRAWFORD ","AR",22,15,"4160",9754,2372,0.243182284191101
"95","CRITTENDEN ","AR",1,0,"4170",6911,23,0.00332802778179714
"96","CROSS ","AR",0,0,"4180",3261,0,0
"97","DESHA ","AR",1,0,"4200",2614,12,0.00459066564651875
"98","DREW ","AR",0,0,"4210",2879,0,0
"99","FAULKNER ","AR",1,0,"4220",12090,45,0.00372208436724566
"100","FULTON ","AR",18,11,"4240",3167,6535,2.06346700347332
"101","GARLAND ","AR",1,0,"4250",25148,14,0.000556704310481947
"102","GRANT ","AR",17,10,"4260",2631,3412,1.29684530596731
"103","HEMPSTEAD ","AR",0,0,"4280",3694,0,0
"104","HOT SPRING ","AR",0,0,"4290",5788,0,0
"105","HOWARD ","AR",7,2,"4300",2735,701,0.256307129798903
"106","INDEPENDENCE ","AR",0,0,"4310",6915,0,0
"107","IZARD ","AR",0,0,"4320",3479,0,0
"108","JOHNSON ","AR",26,16,"4350",4404,12286,2.7897366030881
"109","LITTLE RIVER ","AR",0,0,"4400",2587,0,0
"110","LOGAN ","AR",10,7,"4410",4846,1605,0.331200990507635
"111","LONOKE ","AR",1,0,"4420",8176,25,0.00305772994129158
"112","MILLER ","AR",1,1,"4450",7181,43,0.00598802395209581
"113","MISSISSIPPI ","AR",0,0,"4460",8100,0,0
"114","NEVADA ","AR",5,4,"4490",1937,1974,1.01910170366546
"115","NEWTON ","AR",5,2,"4500",1830,341,0.186338797814208
"116","OUACHITA ","AR",5,0,"4510",6002,131,0.0218260579806731
"117","PHILLIPS ","AR",3,2,"4530",4565,51,0.0111719605695509
"118","POINSETT ","AR",0,0,"4550",5027,0,0
"119","POLK ","AR",53,25,"4560",4512,19752,4.37765957446809
"120","POPE ","AR",5,5,"4570",9403,244,0.0259491651600553
"121","PRAIRIE ","AR",0,0,"4580",1778,0,0
"122","PULASKI ","AR",9,5,"4590",57563,670,0.0116394211559509
"123","SAINT FRANCIS ","AR",1,0,"4610",4775,22,0.00460732984293194
"124","SALINE ","AR",6,4,"4620",10103,250,0.0247451252103336
"125","SCOTT ","AR",19,16,"4630",2455,4786,1.94949083503055
"126","SEARCY ","AR",0,0,"4640",2177,0,0
"127","SEBASTIAN ","AR",6,1,"4650",19394,334,0.0172218211818088
"128","SEVIER ","AR",6,4,"4660",2514,2414,0.960222752585521
"129","SHARP ","AR",1,0,"4670",5158,13,0.00252035672741373
"130","STONE ","AR",3,1,"4680",3007,636,0.21150648486864
"131","UNION ","AR",31,20,"4690",9010,8896,0.987347391786903
"132","VAN BUREN ","AR",5,2,"4700",4313,115,0.0266635752376536
"133","WHITE ","AR",6,3,"4720",13100,511,0.0390076335877863
"134","WOODRUFF ","AR",0,0,"4730",1739,0,0
"135","YELL ","AR",0,0,"4740",4325,0,0
"136","APACHE ","AZ",2,1,"3000",8096,64,0.00790513833992095
"137","COCHISE ","AZ",8,5,"3010",22303,2164,0.0970273057436219
"138","COCONINO ","AZ",4,1,"3020",15983,277,0.0173309140962272
"139","GILA ","AZ",7,4,"3030",12673,653,0.0515268681448749
"140","GRAHAM ","AZ",5,4,"3040",4836,380,0.0785773366418528
"141","GREENLEE ","AZ",1,1,"3050",1147,31,0.027027027027027
"142","LA PAZ ","AZ",5,2,"3055",4328,140,0.0323475046210721
"143","MARICOPA ","AZ",43,6,"3060",436805,152826,0.349872368677098
"144","MOHAVE ","AZ",19,4,"3070",42708,2627,0.0615107239861384
"145","NAVAJO ","AZ",7,2,"3080",14607,482,0.0329978777298555
"146","PIMA ","AZ",14,4,"3090",149289,51219,0.343086228724153
"147","PINAL ","AZ",12,4,"3100",31920,9856,0.308771929824561
"148","SANTA CRUZ ","AZ",10,5,"3110",5886,5695,0.967550118926266
"149","YAVAPAI ","AZ",14,1,"3120",44858,1993,0.0444290873422801
"150","YUMA ","AZ",13,2,"3130",23200,1501,0.064698275862069
"151","ALAMEDA ","CA",13,4,"5000",170559,63654,0.373208098077498
"152","ALPINE ","CA",0,0,"5010",149,0,0
"153","AMADOR ","CA",3,1,"5020",7786,1068,0.137169278191626
"154","BUTTE ","CA",5,1,"5030",39395,629,0.0159664932097982
"155","CALAVERAS ","CA",4,2,"5040",9231,681,0.0737731556711082
"156","COLUSA ","CA",1,1,"5050",3115,41,0.0131621187800963
"157","CONTRA COSTA ","CA",11,5,"5060",131990,54909,0.416008788544587
"158","DEL NORTE ","CA",1,0,"5070",4940,21,0.00425101214574899
"159","EL DORADO ","CA",5,1,"5080",27194,6125,0.225233507391336
"160","FRESNO ","CA",7,3,"5090",101516,20781,0.204706647228023
"161","GLENN ","CA",2,1,"5100",4248,36,0.00847457627118644
"162","HUMBOLDT ","CA",4,1,"5110",21660,117,0.0054016620498615
"163","IMPERIAL ","CA",7,1,"5120",20897,377,0.0180408671101115
"164","INYO ","CA",1,1,"5130",3637,23,0.00632389331866923
"165","KERN ","CA",11,5,"5140",86514,27307,0.315636775550778
"166","KINGS ","CA",29,8,"5150",12616,77995,6.18222891566265
"167","LAKE ","CA",40,14,"5160",13251,9614,0.725530148668025
"168","LASSEN ","CA",1,1,"5170",4243,38,0.00895592740985152
"169","LOS ANGELES ","CA",36,8,"5200",1099158,365226,0.332277980053823
"170","MADERA ","CA",4,2,"5300",20470,4273,0.208744504152418
"171","MARIN ","CA",6,2,"5310",38936,12996,0.333778508321348
"172","MARIPOSA ","CA",2,2,"5320",3507,201,0.0573139435414885
"173","MENDOCINO ","CA",4,1,"5330",15682,367,0.0234026272159163
"174","MERCED ","CA",4,1,"5340",23627,408,0.0172683793964532
"175","MODOC ","CA",0,0,"5350",1964,0,0
"176","MONO ","CA",1,1,"5360",1152,14,0.0121527777777778
"177","MONTEREY ","CA",4,1,"5370",45816,410,0.00894883883359525
"178","NAPA ","CA",3,2,"5380",23019,6718,0.291845866458143
"179","ORANGE ","CA",53,17,"5400",333983,145450,0.435501208145325
"180","PLACER ","CA",7,4,"5410",47415,21558,0.454666244859222
"181","PLUMAS ","CA",3,2,"5420",4372,166,0.0379688929551693
"182","RIVERSIDE ","CA",23,6,"5430",241623,103398,0.427931115829205
"183","SACRAMENTO ","CA",11,4,"5440",174298,68762,0.394508255975398
"184","SAN BENITO ","CA",2,2,"5450",5227,190,0.0363497225942223
"185","SAN BERNARDINO ","CA",21,9,"5460",194264,83331,0.428957501132479
"186","SAN DIEGO ","CA",20,3,"5470",368302,141742,0.384852648098571
"187","SAN FRANCISCO ","CA",8,4,"5480",125493,38854,0.309610894631573
"188","SAN JOAQUIN ","CA",7,1,"5490",77668,15327,0.197339959829016
"189","SAN LUIS OBISPO ","CA",5,1,"5500",42102,4044,0.096052444064415
"190","SAN MATEO ","CA",6,4,"5510",97981,32584,0.332554270725957
"191","SANTA BARBARA ","CA",7,3,"5520",58625,10417,0.177688699360341
"192","SANTA CLARA ","CA",7,3,"5530",190866,66680,0.349355044900611
"193","SHASTA ","CA",5,0,"5550",36633,260,0.0070974258182513
"194","SIERRA ","CA",1,0,"5560",698,11,0.0157593123209169
"195","SISKIYOU ","CA",3,1,"5570",10425,92,0.00882494004796163
"196","SOLANO ","CA",7,3,"5580",47643,16889,0.354490691182335
"197","SONOMA ","CA",5,3,"5590",68048,20528,0.301669409828356
"198","STANISLAUS ","CA",5,2,"5600",62909,22208,0.353017851181866
"199","SUTTER ","CA",3,1,"5610",12666,308,0.0243170693194379
"200","TEHAMA ","CA",2,1,"5620",10388,109,0.0104928763958414
"201","TRINITY ","CA",2,1,"5630",3553,49,0.0137911623979735
"202","TULARE ","CA",6,2,"5640",46298,1506,0.0325284029547713
"203","TUOLUMNE ","CA",4,1,"5650",12039,568,0.0471799983387325
"204","VENTURA ","CA",12,3,"5660",98577,22548,0.228734897592745
"205","YOLO ","CA",7,5,"5670",20464,7703,0.37641712275215
"206","YUBA ","CA",3,1,"5680",8913,409,0.0458880287220913
"207","ADAMS ","CO",25,13,"6000",40138,18156,0.452339428970053
"208","ALAMOSA ","CO",2,2,"6010",1982,170,0.0857719475277497
"209","ARAPAHOE ","CO",10,3,"6020",54156,18873,0.348493241746067
"210","ARCHULETA ","CO",1,1,"6030",1875,136,0.0725333333333333
"211","BACA ","CO",0,0,"6040",1052,0,0
"212","BENT ","CO",1,1,"6050",925,14,0.0151351351351351
"213","BOULDER ","CO",7,3,"6060",34153,7503,0.21968787515006
"214","BROOMFIELD ","CO",4,0,"6630",1198,1943,1.62186978297162
"215","CHAFFEE ","CO",1,1,"6070",3390,211,0.0622418879056047
"216","CHEYENNE ","CO",0,0,"6080",333,0,0
"217","CLEAR CREEK ","CO",3,3,"6090",638,241,0.377742946708464
"218","CONEJOS ","CO",2,2,"6100",1533,211,0.137638617090672
"219","COSTILLA ","CO",2,2,"6110",893,76,0.0851063829787234
"220","CROWLEY ","CO",1,1,"6120",662,22,0.0332326283987915
"221","CUSTER ","CO",2,2,"6130",840,61,0.0726190476190476
"222","DELTA ","CO",3,3,"6140",6578,1646,0.250228032836729
"223","DENVER ","CO",11,5,"6150",71778,25826,0.359803839616596
"224","DOLORES ","CO",1,1,"6160",408,15,0.0367647058823529
"225","DOUGLAS ","CO",39,26,"6170",8821,21189,2.40210860446661
"226","EAGLE ","CO",1,1,"6180",1992,130,0.0652610441767068
"227","EL PASO ","CO",18,7,"6200",61776,13743,0.222465034965035
"228","ELBERT ","CO",3,3,"6190",1679,396,0.235854675402025
"229","FREMONT ","CO",4,2,"6210",8566,678,0.0791501284146626
"230","GARFIELD ","CO",3,2,"6220",5126,557,0.108661724541553
"231","GILPIN ","CO",2,2,"6230",237,88,0.371308016877637
"232","GRAND ","CO",3,3,"6240",1263,66,0.0522565320665083
"233","GUNNISON ","CO",0,0,"6250",1163,0,0
"234","HINSDALE ","CO",0,0,"6260",132,0,0
"235","HUERFANO ","CO",2,2,"6270",1748,119,0.0680778032036613
"236","KIOWA ","CO",0,0,"6300",344,0,0
"237","KIT CARSON ","CO",1,1,"6310",1305,38,0.0291187739463602
"238","LA PLATA ","CO",1,1,"6330",5678,415,0.0730891158858753
"239","LARIMER ","CO",6,3,"6340",32397,4122,0.12723400314844
"240","LAS ANIMAS ","CO",3,3,"6350",3261,270,0.0827966881324747
"241","LINCOLN ","CO",36,16,"6360",892,3226,3.61659192825112
"242","MESA ","CO",4,2,"6380",23387,8019,0.342882798135716
"243","MINERAL ","CO",4,3,"6390",153,143,0.934640522875817
"244","MOFFAT ","CO",1,1,"6400",1609,17,0.0105655686761964
"245","MONTEZUMA ","CO",1,1,"6410",4352,262,0.0602022058823529
"246","MONTROSE ","CO",1,1,"6420",6846,1481,0.216330704060765
"247","OTERO ","CO",4,3,"6440",4210,305,0.0724465558194774
"248","OURAY ","CO",1,1,"6450",555,102,0.183783783783784
"249","PARK ","CO",4,4,"6460",1500,300,0.2
"250","PITKIN ","CO",1,1,"6480",1164,23,0.0197594501718213
"251","PROWERS ","CO",1,1,"6490",2140,29,0.0135514018691589
"252","PUEBLO ","CO",7,3,"6500",27854,5468,0.196309327206146
"253","RIO BLANCO ","CO",1,1,"6510",874,151,0.172768878718535
"254","RIO GRANDE ","CO",7,5,"6520",2163,1919,0.887193712436431
"255","ROUTT ","CO",0,0,"6530",1528,0,0
"256","SAGUACHE ","CO",2,2,"6540",893,32,0.0358342665173572
"257","SAN JUAN ","CO",15,6,"6550",74,17476,236.162162162162
"258","SAN MIGUEL ","CO",3,2,"6560",363,84,0.231404958677686
"259","SEDGWICK ","CO",6,1,"6570",659,1649,2.50227617602428
"260","SUMMIT ","CO",13,10,"6580",1404,19476,13.8717948717949
"261","TELLER ","CO",3,2,"6590",2688,382,0.142113095238095
"262","WELD ","CO",7,2,"6610",21912,2316,0.105695509309967
"263","FAIRFIELD ","CT",12,4,"7000",127678,15226,0.11925312113285
"264","HARTFORD ","CT",5,1,"7010",144628,5279,0.0365005393146555
"265","LITCHFIELD ","CT",1,0,"7020",31029,44,0.00141802829611009
"266","MIDDLESEX ","CT",20,8,"7030",25611,49911,1.94881105774862
"267","NEW HAVEN ","CT",6,2,"7040",135269,11300,0.0835372480021291
"268","NEW LONDON ","CT",2,0,"7050",41545,46,0.00110723312071248
"269","TOLLAND ","CT",1,0,"7060",17595,35,0.00198920147769253
"270","WINDHAM ","CT",2,1,"7070",17344,125,0.00720710332103321
"271","KENT ","DE",11,6,"8000",21468,13880,0.646543692938327
"272","NEW CASTLE ","DE",6,1,"8010",71811,610,0.00849452033810976
"273","SUSSEX ","DE",8,3,"8020",38990,1345,0.0344960246216979
"274","ALACHUA ","FL",0,0,"10000",29968,0,0
"275","BAKER ","FL",4,2,"10010",3220,330,0.102484472049689
"276","BAY ","FL",1,0,"10020",27635,11,0.000398045956214945
"277","BRADFORD ","FL",3,2,"10030",3779,178,0.0471024080444562
"278","BREVARD ","FL",9,4,"10040",110823,25616,0.231143354718786
"279","BROWARD ","FL",35,8,"10050",248637,106050,0.426525416571146
"280","CHARLOTTE ","FL",8,1,"10070",41290,3386,0.0820053281666263
"281","CITRUS ","FL",3,0,"10080",40087,83,0.00207049666974331
"282","COLLIER ","FL",6,0,"10100",59745,185,0.00309649343041259
"283","DE SOTO ","FL",2,2,"10130",5189,104,0.0200423973790711
"284","DIXIE ","FL",0,0,"10140",3102,0,0
"285","DUVAL ","FL",8,3,"10150",106738,9004,0.0843560868669078
"286","FLAGLER ","FL",3,2,"10170",20064,4919,0.245165470494418
"287","GADSDEN ","FL",2,2,"10190",7739,1131,0.146142912520998
"288","GILCHRIST ","FL",0,0,"10200",2760,0,0
"289","GLADES ","FL",1,1,"10210",1100,46,0.0418181818181818
"290","GULF ","FL",0,0,"10220",2883,0,0
"291","HAMILTON ","FL",25,11,"10230",2166,28817,13.3042474607572
"292","HARDEE ","FL",0,0,"10240",3583,0,0
"293","HENDRY ","FL",1,0,"10250",4385,21,0.00478905359179019
"294","HERNANDO ","FL",9,5,"10260",46165,12467,0.270053070507961
"295","HIGHLANDS ","FL",3,0,"10270",27680,75,0.00270953757225434
"296","HILLSBOROUGH ","FL",21,6,"10280",155348,40304,0.259443314365167
"297","HOLMES ","FL",4,3,"10290",4003,463,0.11566325256058
"298","INDIAN RIVER ","FL",4,2,"10300",33911,1962,0.0578573324290053
"299","LAFAYETTE ","FL",8,4,"10330",801,947,1.18227215980025
"300","LEON ","FL",5,3,"10360",25089,5007,0.199569532464427
"301","LEVY ","FL",1,0,"10370",7804,14,0.0017939518195797
"302","LIBERTY ","FL",4,3,"10380",1026,774,0.754385964912281
"303","MANATEE ","FL",8,3,"10400",59059,5547,0.093923026126416
"304","MARTIN ","FL",13,7,"10420",35249,3858,0.109449913472723
"305","MIAMI-DADE ","FL",27,13,"10120",347328,160716,0.462721116639027
"306","NASSAU ","FL",17,3,"10440",10846,31974,2.94799926240089
"307","OKALOOSA ","FL",2,0,"10450",28374,63,0.00222034256713893
"308","OKEECHOBEE ","FL",3,2,"10460",7612,679,0.0892012611665791
"309","OSCEOLA ","FL",7,2,"10480",31045,6104,0.196617812852311
"310","PALM BEACH ","FL",29,6,"10490",254676,68493,0.268941714178014
"311","PASCO ","FL",11,5,"10500",92419,30120,0.325907010463216
"312","PINELLAS ","FL",17,5,"10510",200313,48361,0.241427166484452
"313","PUTNAM ","FL",15,3,"10530",15383,319,0.0207371774036274
"314","SAINT JOHNS ","FL",2,1,"10540",26725,747,0.0279513564078578
"315","SAINT LUCIE ","FL",9,3,"10550",48306,5680,0.117583737009895
"316","SANTA ROSA ","FL",2,1,"10560",20183,1593,0.0789278105336174
"317","SARASOTA ","FL",9,2,"10570",111811,5517,0.0493421935229986
"318","SEMINOLE ","FL",7,4,"10580",45734,7727,0.168955263042813
"319","SUWANNEE ","FL",1,0,"10600",8374,18,0.00214951038930021
"320","TAYLOR ","FL",7,6,"10610",3571,863,0.241669000280034
"321","VOLUSIA ","FL",9,2,"10630",110013,32753,0.297719360439221
"322","WAKULLA ","FL",2,2,"10640",4115,673,0.163547995139733
"323","WALTON ","FL",4,1,"10650",6754,124,0.0183594906721943
"324","APPLING ","GA",1,1,"11000",2713,20,0.00737191301142647
"325","ATKINSON ","GA",0,0,"11010",1159,0,0
"326","BACON ","GA",0,0,"11011",1628,0,0
"327","BANKS ","GA",2,2,"11040",1811,37,0.0204307012700166
"328","BARROW ","GA",3,2,"11050",6834,178,0.0260462393912789
"329","BARTOW ","GA",4,2,"11060",11279,288,0.0255341785619292
"330","BEN HILL ","GA",0,0,"11070",3072,0,0
"331","BERRIEN ","GA",0,0,"11080",2938,0,0
"332","BLECKLEY ","GA",0,0,"11100",2021,0,0
"333","BRANTLEY ","GA",1,1,"11110",2220,20,0.00900900900900901
"334","BROOKS ","GA",0,0,"11120",2364,0,0
"335","BRYAN ","GA",1,1,"11130",3143,33,0.010499522748966
"336","BULLOCH ","GA",1,0,"11140",6424,26,0.00404732254047323
"337","BURKE ","GA",5,2,"11150",3175,464,0.146141732283465
"338","BUTTS ","GA",2,2,"11160",3605,75,0.0208044382801664
"339","CAMDEN ","GA",10,6,"11170",4240,10366,2.44481132075472
"340","CANDLER ","GA",0,0,"11180",1681,0,0
"341","CATOOSA ","GA",3,1,"11200",6243,81,0.0129745314752523
"342","CHARLTON ","GA",1,1,"11210",1605,19,0.0118380062305296
"343","CHATHAM ","GA",5,4,"11220",35181,1045,0.0297035331571018
"344","CHATTAHOOCHEE ","GA",1,1,"11230",465,16,0.0344086021505376
"345","CHATTOOGA ","GA",0,0,"11240",4875,0,0
"346","CLAYTON ","GA",9,4,"11280",24963,1801,0.0721467772303008
"347","CLINCH ","GA",0,0,"11281",1123,0,0
"348","COBB ","GA",7,2,"11290",64964,3038,0.0467643618003818
"349","COLQUITT ","GA",1,0,"11300",6754,18,0.0026650873556411
"350","COOK ","GA",28,5,"11311",2605,39892,15.3136276391555
"351","COWETA ","GA",3,2,"11320",12007,558,0.046472890813692
"352","CRISP ","GA",1,1,"11340",3730,20,0.00536193029490617
"353","DADE ","GA",1,1,"11341",2800,158,0.0564285714285714
"354","DAWSON ","GA",5,3,"11350",2664,127,0.0476726726726727
"355","DECATUR ","GA",3,2,"11360",4604,159,0.0345351867940921
"356","DEKALB ","GA",11,5,"11370",65121,4658,0.0715283856206139
"357","DODGE ","GA",9,5,"11380",3300,1108,0.335757575757576
"358","DOOLY ","GA",0,0,"11381",1798,0,0
"359","DOUGHERTY ","GA",1,1,"11390",15194,467,0.0307358167697775
"360","EARLY ","GA",1,1,"11410",2092,40,0.0191204588910134
"361","EFFINGHAM ","GA",3,1,"11421",4433,87,0.019625535754568
"362","EMANUEL ","GA",1,1,"11440",4096,33,0.008056640625
"363","EVANS ","GA",1,1,"11441",1807,14,0.00774764803541782
"364","FANNIN ","GA",2,1,"11450",5034,43,0.00854191497814859
"365","FLOYD ","GA",8,2,"11460",16347,1161,0.0710222059093412
"366","FORSYTH ","GA",9,4,"11461",9564,17171,1.79537850271853
"367","GILMER ","GA",3,2,"11471",4737,53,0.0111885159383576
"368","GLYNN ","GA",1,0,"11490",12413,58,0.00467252074438089
"369","GORDON ","GA",1,0,"11500",7187,22,0.00306108251008766
"370","GRADY ","GA",3,2,"11510",3680,135,0.0366847826086957
"371","GWINNETT ","GA",7,2,"11530",45007,3065,0.0681005176972471
"372","HABERSHAM ","GA",2,1,"11540",6818,60,0.00880023467292461
"373","HALL ","GA",7,5,"11550",19691,801,0.0406784825554822
"374","HANCOCK ","GA",11,7,"11560",1625,1637,1.00738461538462
"375","HARALSON ","GA",1,1,"11570",4859,59,0.0121424161350072
"376","HARRIS ","GA",20,4,"11580",3306,43724,13.2256503327284
"377","HART ","GA",1,1,"11581",3759,20,0.00532056397978186
"378","HEARD ","GA",1,1,"11590",1340,26,0.0194029850746269
"379","IRWIN ","GA",0,0,"11601",1383,0,0
"380","JASPER ","GA",9,6,"11611",1633,663,0.406001224739743
"381","JEFF DAVIS ","GA",1,1,"11612",2245,15,0.0066815144766147
"382","JENKINS ","GA",0,0,"11630",1465,0,0
"383","JONES ","GA",9,6,"11650",2296,412,0.179442508710801
"384","LANIER ","GA",0,0,"11652",971,0,0
"385","LAURENS ","GA",3,2,"11660",8126,635,0.0781442284026581
"386","LONG ","GA",0,0,"11691",783,0,0
"387","LUMPKIN ","GA",2,1,"11701",2898,38,0.0131124913733609
"388","MCDUFFIE ","GA",1,0,"11702",3352,15,0.00447494033412888
"389","MCINTOSH ","GA",0,0,"11703",1985,0,0
"390","MERIWETHER ","GA",2,1,"11740",3625,145,0.04
"391","MITCHELL ","GA",2,2,"11750",3568,281,0.0787556053811659
"392","MURRAY ","GA",2,1,"11772",4680,40,0.00854700854700855
"393","MUSCOGEE ","GA",4,1,"11780",27544,644,0.0233807725820505
"394","OCONEE ","GA",3,3,"11800",3202,719,0.224547158026234
"395","OGLETHORPE ","GA",0,0,"11801",1285,0,0
"396","PAULDING ","GA",4,2,"11810",6714,269,0.0400655347036044
"397","PEACH ","GA",1,1,"11811",4463,55,0.0123235491821645
"398","PIERCE ","GA",17,7,"11820",3073,13608,4.42824601366743
"399","QUITMAN ","GA",1,1,"11833",398,12,0.0301507537688442
"400","RABUN ","GA",1,0,"11834",3270,11,0.00336391437308868
"401","RICHMOND ","GA",19,10,"11840",28746,23378,0.813260975440061
"402","ROCKDALE ","GA",3,2,"11841",8724,234,0.0268225584594223
"403","SCHLEY ","GA",0,0,"11842",535,0,0
